path,verdict,seconds,restarts,deleted
benchmarks/satlib/uf100-430/uf100-0221.cnf,SAT,0.003,6,0
benchmarks/satlib/uf100-430/uf100-0222.cnf,SAT,0.011,14,0
benchmarks/satlib/uf100-430/uf100-0223.cnf,SAT,0.001,2,0
benchmarks/satlib/uf100-430/uf100-0224.cnf,SAT,0.001,2,0
benchmarks/satlib/uf100-430/uf100-0225.cnf,SAT,0.001,4,0
benchmarks/satlib/uf100-430/uf100-0226.cnf,SAT,0.000,1,0
benchmarks/satlib/uf100-430/uf100-0227.cnf,SAT,0.000,0,0
benchmarks/satlib/uf100-430/uf100-0228.cnf,SAT,0.001,3,0
benchmarks/satlib/uf100-430/uf100-0229.cnf,SAT,0.004,9,0
benchmarks/satlib/uf100-430/uf100-023.cnf,SAT,0.006,12,0
benchmarks/satlib/uf100-430/uf100-0230.cnf,SAT,0.001,3,0
benchmarks/satlib/uf100-430/uf100-0231.cnf,SAT,0.004,8,0
benchmarks/satlib/uf100-430/uf100-0232.cnf,SAT,0.000,0,0
benchmarks/satlib/uf100-430/uf100-0233.cnf,SAT,0.001,5,0
benchmarks/satlib/uf100-430/uf100-0234.cnf,SAT,0.001,2,0
benchmarks/satlib/uf100-430/uf100-0235.cnf,SAT,0.000,1,0
benchmarks/satlib/uf100-430/uf100-0236.cnf,SAT,0.004,6,0
benchmarks/satlib/uf100-430/uf100-0237.cnf,SAT,0.001,2,0
benchmarks/satlib/uf100-430/uf100-0238.cnf,SAT,0.001,3,0
benchmarks/satlib/uf100-430/uf100-0239.cnf,SAT,0.003,6,0
benchmarks/satlib/uf100-430/uf100-024.cnf,SAT,0.001,2,0
benchmarks/satlib/uf100-430/uf100-0240.cnf,SAT,0.000,1,0
benchmarks/satlib/uf100-430/uf100-0241.cnf,SAT,0.000,2,0
benchmarks/satlib/uf100-430/uf100-0242.cnf,SAT,0.001,3,0
benchmarks/satlib/uf100-430/uf100-0243.cnf,SAT,0.002,5,0
benchmarks/satlib/uf100-430/uf100-0244.cnf,SAT,0.005,9,0
benchmarks/satlib/uf100-430/uf100-0245.cnf,SAT,0.002,5,0
benchmarks/satlib/uf100-430/uf100-0246.cnf,SAT,0.000,1,0
benchmarks/satlib/uf100-430/uf100-0247.cnf,SAT,0.000,1,0
benchmarks/satlib/uf100-430/uf100-0248.cnf,SAT,0.004,9,0
benchmarks/satlib/uf100-430/uf100-0249.cnf,SAT,0.002,6,0
benchmarks/satlib/uf100-430/uf100-025.cnf,SAT,0.005,9,0
benchmarks/satlib/uf100-430/uf100-0250.cnf,SAT,0.008,13,0
benchmarks/satlib/uf100-430/uf100-0251.cnf,SAT,0.001,3,0
benchmarks/satlib/uf100-430/uf100-0252.cnf,SAT,0.001,3,0
benchmarks/satlib/uf100-430/uf100-0253.cnf,SAT,0.000,1,0
benchmarks/satlib/uf100-430/uf100-0254.cnf,SAT,0.004,8,0
benchmarks/satlib/uf100-430/uf100-0255.cnf,SAT,0.000,2,0
benchmarks/satlib/uf100-430/uf100-0256.cnf,SAT,0.001,3,0
benchmarks/satlib/uf100-430/uf100-0257.cnf,SAT,0.006,12,0
benchmarks/satlib/uf100-430/uf100-0258.cnf,SAT,0.002,5,0
benchmarks/satlib/uf100-430/uf100-0259.cnf,SAT,0.000,1,0
benchmarks/satlib/uf100-430/uf100-026.cnf,SAT,0.001,2,0
benchmarks/satlib/uf100-430/uf100-0260.cnf,SAT,0.000,0,0
benchmarks/satlib/uf100-430/uf100-0261.cnf,SAT,0.003,6,0
benchmarks/satlib/uf100-430/uf100-0262.cnf,SAT,0.004,9,0
benchmarks/satlib/uf100-430/uf100-0263.cnf,SAT,0.000,1,0
benchmarks/satlib/uf100-430/uf100-0264.cnf,SAT,0.001,2,0
benchmarks/satlib/uf100-430/uf100-0265.cnf,SAT,0.001,5,0
benchmarks/satlib/uf100-430/uf100-0266.cnf,SAT,0.022,26,982
benchmarks/satlib/uf100-430/uf100-0267.cnf,SAT,0.006,12,0
benchmarks/satlib/uf100-430/uf100-0268.cnf,SAT,0.001,3,0
benchmarks/satlib/uf100-430/uf100-0269.cnf,SAT,0.002,5,0
benchmarks/satlib/uf100-430/uf100-027.cnf,SAT,0.002,6,0
benchmarks/satlib/uf100-430/uf100-0270.cnf,SAT,0.003,7,0
benchmarks/satlib/uf100-430/uf100-0271.cnf,SAT,0.005,11,0
benchmarks/satlib/uf100-430/uf100-0272.cnf,SAT,0.005,10,0
benchmarks/satlib/uf100-430/uf100-0273.cnf,SAT,0.000,1,0
benchmarks/satlib/uf100-430/uf100-0274.cnf,SAT,0.007,13,0
benchmarks/satlib/uf100-430/uf100-0275.cnf,SAT,0.003,7,0
benchmarks/satlib/uf100-430/uf100-0276.cnf,SAT,0.010,14,0
benchmarks/satlib/uf100-430/uf100-0277.cnf,SAT,0.002,5,0
benchmarks/satlib/uf100-430/uf100-0278.cnf,SAT,0.001,3,0
benchmarks/satlib/uf100-430/uf100-0279.cnf,SAT,0.000,2,0
benchmarks/satlib/uf100-430/uf100-028.cnf,SAT,0.001,2,0
benchmarks/satlib/uf100-430/uf100-0280.cnf,SAT,0.001,3,0
benchmarks/satlib/uf100-430/uf100-0281.cnf,SAT,0.002,6,0
benchmarks/satlib/uf100-430/uf100-0282.cnf,SAT,0.001,3,0
benchmarks/satlib/uf100-430/uf100-0283.cnf,SAT,0.013,14,0
benchmarks/satlib/uf100-430/uf100-0284.cnf,SAT,0.000,0,0
benchmarks/satlib/uf100-430/uf100-0285.cnf,SAT,0.003,6,0
benchmarks/satlib/uf100-430/uf100-0286.cnf,SAT,0.001,2,0
benchmarks/satlib/uf100-430/uf100-0287.cnf,SAT,0.001,4,0
benchmarks/satlib/uf100-430/uf100-0288.cnf,SAT,0.001,1,0
benchmarks/satlib/uf100-430/uf100-0289.cnf,SAT,0.001,2,0
benchmarks/satlib/uf100-430/uf100-029.cnf,SAT,0.007,12,0
benchmarks/satlib/uf100-430/uf100-0290.cnf,SAT,0.001,3,0
benchmarks/satlib/uf100-430/uf100-0291.cnf,SAT,0.002,6,0
benchmarks/satlib/uf100-430/uf100-0292.cnf,SAT,0.001,2,0
benchmarks/satlib/uf100-430/uf100-0293.cnf,SAT,0.001,4,0
benchmarks/satlib/uf100-430/uf100-0294.cnf,SAT,0.001,2,0
benchmarks/satlib/uf100-430/uf100-0295.cnf,SAT,0.001,2,0
benchmarks/satlib/uf100-430/uf100-0296.cnf,SAT,0.001,2,0
benchmarks/satlib/uf100-430/uf100-0297.cnf,SAT,0.000,1,0
benchmarks/satlib/uf100-430/uf100-0298.cnf,SAT,0.002,5,0
benchmarks/satlib/uf100-430/uf100-0299.cnf,SAT,0.003,6,0
benchmarks/satlib/uf100-430/uf100-03.cnf,SAT,0.001,3,0
benchmarks/satlib/uf100-430/uf100-030.cnf,SAT,0.001,3,0
benchmarks/satlib/uf100-430/uf100-0300.cnf,SAT,0.001,2,0
benchmarks/satlib/uf100-430/uf100-0301.cnf,SAT,0.000,0,0
benchmarks/satlib/uf100-430/uf100-0302.cnf,SAT,0.001,2,0
benchmarks/satlib/uf100-430/uf100-0303.cnf,SAT,0.006,12,0
benchmarks/satlib/uf100-430/uf100-0304.cnf,SAT,0.001,2,0
benchmarks/satlib/uf100-430/uf100-0305.cnf,SAT,0.000,0,0
benchmarks/satlib/uf100-430/uf100-0306.cnf,SAT,0.000,1,0
benchmarks/satlib/uf100-430/uf100-0307.cnf,SAT,0.001,2,0
benchmarks/satlib/uf100-430/uf100-0308.cnf,SAT,0.002,5,0
benchmarks/satlib/uf100-430/uf100-0309.cnf,SAT,0.003,7,0
benchmarks/satlib/uf100-430/uf100-031.cnf,SAT,0.000,1,0
benchmarks/satlib/uf100-430/uf100-0310.cnf,SAT,0.006,11,0
benchmarks/satlib/uf100-430/uf100-0311.cnf,SAT,0.001,3,0
benchmarks/satlib/uf100-430/uf100-0312.cnf,SAT,0.001,2,0
benchmarks/satlib/uf100-430/uf100-0313.cnf,SAT,0.001,2,0
benchmarks/satlib/uf100-430/uf100-0314.cnf,SAT,0.003,6,0
benchmarks/satlib/uf100-430/uf100-0315.cnf,SAT,0.001,2,0
benchmarks/satlib/uf100-430/uf100-0316.cnf,SAT,0.002,5,0
benchmarks/satlib/uf100-430/uf100-0317.cnf,SAT,0.001,2,0
benchmarks/satlib/uf100-430/uf100-0318.cnf,SAT,0.003,6,0
benchmarks/satlib/uf100-430/uf100-0319.cnf,SAT,0.001,2,0
benchmarks/satlib/uf100-430/uf100-032.cnf,SAT,0.006,12,0
benchmarks/satlib/uf100-430/uf100-0320.cnf,SAT,0.000,0,0
benchmarks/satlib/uf100-430/uf100-0321.cnf,SAT,0.001,2,0
benchmarks/satlib/uf100-430/uf100-0322.cnf,SAT,0.001,3,0
benchmarks/satlib/uf100-430/uf100-0323.cnf,SAT,0.001,2,0
benchmarks/satlib/uf100-430/uf100-0324.cnf,SAT,0.003,6,0
benchmarks/satlib/uf100-430/uf100-0325.cnf,SAT,0.000,1,0
benchmarks/satlib/uf100-430/uf100-0326.cnf,SAT,0.001,3,0
benchmarks/satlib/uf100-430/uf100-0327.cnf,SAT,0.001,3,0
benchmarks/satlib/uf100-430/uf100-0328.cnf,SAT,0.001,2,0
benchmarks/satlib/uf100-430/uf100-0329.cnf,SAT,0.000,0,0
benchmarks/satlib/uf100-430/uf100-033.cnf,SAT,0.004,8,0
benchmarks/satlib/uf100-430/uf100-0330.cnf,SAT,0.000,2,0
benchmarks/satlib/uf100-430/uf100-0331.cnf,SAT,0.002,6,0
benchmarks/satlib/uf100-430/uf100-0332.cnf,SAT,0.000,0,0
benchmarks/satlib/uf100-430/uf100-0333.cnf,SAT,0.004,8,0
benchmarks/satlib/uf100-430/uf100-0334.cnf,SAT,0.000,1,0
benchmarks/satlib/uf100-430/uf100-0335.cnf,SAT,0.001,4,0
benchmarks/satlib/uf100-430/uf100-0336.cnf,SAT,0.000,2,0
benchmarks/satlib/uf100-430/uf100-0337.cnf,SAT,0.001,4,0
benchmarks/satlib/uf100-430/uf100-0338.cnf,SAT,0.000,0,0
benchmarks/satlib/uf100-430/uf100-0339.cnf,SAT,0.004,7,0
benchmarks/satlib/uf100-430/uf100-034.cnf,SAT,0.000,1,0
benchmarks/satlib/uf100-430/uf100-0340.cnf,SAT,0.000,1,0
benchmarks/satlib/uf100-430/uf100-0341.cnf,SAT,0.000,0,0
benchmarks/satlib/uf100-430/uf100-0342.cnf,SAT,0.000,0,0
benchmarks/satlib/uf100-430/uf100-0343.cnf,SAT,0.000,1,0
benchmarks/satlib/uf100-430/uf100-0344.cnf,SAT,0.000,1,0
benchmarks/satlib/uf100-430/uf100-0345.cnf,SAT,0.002,4,0
benchmarks/satlib/uf100-430/uf100-0346.cnf,SAT,0.004,7,0
benchmarks/satlib/uf100-430/uf100-0347.cnf,SAT,0.006,12,0
benchmarks/satlib/uf100-430/uf100-0348.cnf,SAT,0.003,6,0
benchmarks/satlib/uf100-430/uf100-0349.cnf,SAT,0.003,6,0
benchmarks/satlib/uf100-430/uf100-035.cnf,SAT,0.000,0,0
benchmarks/satlib/uf100-430/uf100-0350.cnf,SAT,0.002,6,0
benchmarks/satlib/uf100-430/uf100-0351.cnf,SAT,0.001,2,0
benchmarks/satlib/uf100-430/uf100-0352.cnf,SAT,0.001,3,0
benchmarks/satlib/uf100-430/uf100-0353.cnf,SAT,0.001,3,0
benchmarks/satlib/uf100-430/uf100-0354.cnf,SAT,0.000,0,0
benchmarks/satlib/uf100-430/uf100-0355.cnf,SAT,0.000,1,0
benchmarks/satlib/uf100-430/uf100-0356.cnf,SAT,0.000,0,0
benchmarks/satlib/uf100-430/uf100-0357.cnf,SAT,0.004,8,0
benchmarks/satlib/uf100-430/uf100-0358.cnf,SAT,0.002,6,0
benchmarks/satlib/uf100-430/uf100-0359.cnf,SAT,0.005,11,0
benchmarks/satlib/uf100-430/uf100-036.cnf,SAT,0.003,6,0
benchmarks/satlib/uf100-430/uf100-0360.cnf,SAT,0.006,12,0
benchmarks/satlib/uf100-430/uf100-0361.cnf,SAT,0.000,0,0
benchmarks/satlib/uf100-430/uf100-0362.cnf,SAT,0.002,5,0
benchmarks/satlib/uf100-430/uf100-0363.cnf,SAT,0.001,2,0
benchmarks/satlib/uf100-430/uf100-0364.cnf,SAT,0.001,3,0
benchmarks/satlib/uf100-430/uf100-0365.cnf,SAT,0.003,6,0
benchmarks/satlib/uf100-430/uf100-0366.cnf,SAT,0.000,0,0
benchmarks/satlib/uf100-430/uf100-0367.cnf,SAT,0.001,5,0
benchmarks/satlib/uf100-430/uf100-0368.cnf,SAT,0.006,11,0
benchmarks/satlib/uf100-430/uf100-0369.cnf,SAT,0.000,0,0
benchmarks/satlib/uf100-430/uf100-037.cnf,SAT,0.002,6,0
benchmarks/satlib/uf100-430/uf100-0370.cnf,SAT,0.011,14,0
benchmarks/satlib/uf100-430/uf100-0371.cnf,SAT,0.008,13,0
benchmarks/satlib/uf100-430/uf100-0372.cnf,SAT,0.000,1,0
benchmarks/satlib/uf100-430/uf100-0373.cnf,SAT,0.001,2,0
benchmarks/satlib/uf100-430/uf100-0374.cnf,SAT,0.000,1,0
benchmarks/satlib/uf100-430/uf100-0375.cnf,SAT,0.001,2,0
benchmarks/satlib/uf100-430/uf100-0376.cnf,SAT,0.000,1,0
benchmarks/satlib/uf100-430/uf100-0377.cnf,SAT,0.000,2,0
benchmarks/satlib/uf100-430/uf100-0378.cnf,SAT,0.000,1,0
benchmarks/satlib/uf100-430/uf100-0379.cnf,SAT,0.004,7,0
benchmarks/satlib/uf100-430/uf100-038.cnf,SAT,0.000,0,0
benchmarks/satlib/uf100-430/uf100-0380.cnf,SAT,0.006,11,0
benchmarks/satlib/uf100-430/uf100-0381.cnf,SAT,0.000,1,0
benchmarks/satlib/uf100-430/uf100-0382.cnf,SAT,0.001,4,0
benchmarks/satlib/uf100-430/uf100-0383.cnf,SAT,0.002,5,0
benchmarks/satlib/uf100-430/uf100-0384.cnf,SAT,0.000,1,0
benchmarks/satlib/uf100-430/uf100-0385.cnf,SAT,0.001,3,0
benchmarks/satlib/uf100-430/uf100-0386.cnf,SAT,0.002,6,0
benchmarks/satlib/uf100-430/uf100-0387.cnf,SAT,0.011,14,0
benchmarks/satlib/uf100-430/uf100-0388.cnf,SAT,0.000,1,0
benchmarks/satlib/uf100-430/uf100-0389.cnf,SAT,0.002,6,0
benchmarks/satlib/uf100-430/uf100-039.cnf,SAT,0.000,0,0
benchmarks/satlib/uf100-430/uf100-0390.cnf,SAT,0.001,4,0
benchmarks/satlib/uf100-430/uf100-0391.cnf,SAT,0.001,2,0
benchmarks/satlib/uf100-430/uf100-0392.cnf,SAT,0.004,7,0
benchmarks/satlib/uf100-430/uf100-0393.cnf,SAT,0.001,3,0
benchmarks/satlib/uf100-430/uf100-0394.cnf,SAT,0.000,1,0
benchmarks/satlib/uf100-430/uf100-0395.cnf,SAT,0.000,0,0
benchmarks/satlib/uf100-430/uf100-0396.cnf,SAT,0.001,4,0
benchmarks/satlib/uf100-430/uf100-0397.cnf,SAT,0.006,12,0
benchmarks/satlib/uf100-430/uf100-0398.cnf,SAT,0.000,2,0
benchmarks/satlib/uf100-430/uf100-0399.cnf,SAT,0.000,0,0
benchmarks/satlib/uf100-430/uf100-04.cnf,SAT,0.001,2,0
benchmarks/satlib/uf100-430/uf100-040.cnf,SAT,0.001,4,0
benchmarks/satlib/uf100-430/uf100-0400.cnf,SAT,0.000,2,0
benchmarks/satlib/uf100-430/uf100-0401.cnf,SAT,0.000,1,0
benchmarks/satlib/uf100-430/uf100-0402.cnf,SAT,0.006,12,0
benchmarks/satlib/uf100-430/uf100-0403.cnf,SAT,0.020,25,979
benchmarks/satlib/uf100-430/uf100-0404.cnf,SAT,0.001,2,0
benchmarks/satlib/uf100-430/uf100-0405.cnf,SAT,0.001,2,0
benchmarks/satlib/uf100-430/uf100-0406.cnf,SAT,0.001,2,0
benchmarks/satlib/uf100-430/uf100-0407.cnf,SAT,0.001,4,0
benchmarks/satlib/uf100-430/uf100-0408.cnf,SAT,0.000,0,0
benchmarks/satlib/uf100-430/uf100-0409.cnf,SAT,0.005,10,0
benchmarks/satlib/uf100-430/uf100-041.cnf,SAT,0.000,1,0
benchmarks/satlib/uf100-430/uf100-0410.cnf,SAT,0.001,2,0
benchmarks/satlib/uf100-430/uf100-0411.cnf,SAT,0.003,6,0
benchmarks/satlib/uf100-430/uf100-0412.cnf,SAT,0.000,0,0
benchmarks/satlib/uf100-430/uf100-0413.cnf,SAT,0.001,3,0
benchmarks/satlib/uf100-430/uf100-0414.cnf,SAT,0.009,14,0
benchmarks/satlib/uf100-430/uf100-0415.cnf,SAT,0.001,2,0
benchmarks/satlib/uf100-430/uf100-0416.cnf,SAT,0.005,11,0
benchmarks/satlib/uf100-430/uf100-0417.cnf,SAT,0.002,5,0
benchmarks/satlib/uf100-430/uf100-0418.cnf,SAT,0.005,10,0
benchmarks/satlib/uf100-430/uf100-0419.cnf,SAT,0.001,2,0
benchmarks/satlib/uf100-430/uf100-042.cnf,SAT,0.001,3,0
benchmarks/satlib/uf100-430/uf100-0420.cnf,SAT,0.005,10,0
